id,issue_d,vintage,term_num,grade,sub_grade,fico_range_low,fico_band,purpose,PD_12m,LGD,EAD,EL_12m,EL_rate,monthly_hazard,lifetime_PD,lifetime_EL,event,realized_loss,int_rate,required_rate_logit
100007225,2017-03-01,2017Q1,60.0,B,B5,675.0,660-700 (near-prime),debt_consolidation,0.0938756954297078,0.915423,7335.41,630.3755791064602,0.0859359707373494,0.008181248332292279,0.38914392510180995,2613.1026355537906,0,0.0,11.49,0.1263254172578247
100011508,2017-03-01,2017Q1,36.0,B,B1,670.0,660-700 (near-prime),car,0.0577031842955072,0.915423,2888.33,152.569741690661,0.052822822077346086,0.004940668136648951,0.16331271229208266,431.80595028521344,0,0.0,8.24,0.1046219105773043
100012671,2017-03-01,2017Q1,36.0,B,B5,660.0,660-700 (near-prime),credit_card,0.0640371687579306,0.915423,0.0,0.0,0.0586210971358911,0.005499779987333975,0.1800718303211969,0.0,0,0.0,11.49,0.1084223012547583
100013221,2017-03-01,2017Q1,36.0,A,A2,740.0,740-780 (super-prime),debt_consolidation,0.0178396366345131,0.915423,2854.2799999999997,46.6127148901761,0.016330813686875886,0.0014989322392038318,0.05256982950915556,137.35831760131106,0,0.0,6.99,0.0807037819807079
100014118,2017-03-01,2017Q1,36.0,A,A1,805.0,780+ (top tier),credit_card,0.0101706704272827,0.915423,3792.6899999999996,35.311709907518164,0.009310465634554411,0.0008515326639545462,0.030202735750978316,104.86135116433164,0,0.0,5.32,0.0761024022563696
100015664,2017-03-01,2017Q1,60.0,C,C5,685.0,660-700 (near-prime),home_improvement,0.0602698049237546,0.915423,0.0,0.0,0.055172365632718205,0.005166811823965611,0.2671486227205335,0.0,0,0.0,15.99,0.1061618829542528
100016428,2017-03-01,2017Q1,60.0,B,B1,695.0,660-700 (near-prime),debt_consolidation,0.0566103222464206,0.915423,0.0,0.0,0.05182239102178508,0.004844547950170308,0.2527677625403182,0.0,0,0.0,8.24,0.1039661933478523
100016454,2017-04-01,2017Q2,36.0,A,A5,730.0,700-740 (prime),debt_consolidation,0.0331149184338961,0.915423,7550.42,228.8846246765697,0.030314157977512468,0.002802368576312997,0.09609127558049724,664.1663813800093,0,0.0,7.99,0.0898689510603376
100017580,2017-03-01,2017Q1,36.0,C,C1,680.0,660-700 (near-prime),credit_card,0.0587105854527109,0.915423,0.0,0.0,0.05374502026687697,0.00502936236310958,0.16599332927083166,0.0,0,0.0,12.74,0.1052263512716265
100021138,2017-03-01,2017Q1,36.0,A,A1,820.0,780+ (top tier),credit_card,0.0110364261375367,0.915423,1580.1999999999998,15.964757951746385,0.010102998324102257,0.0009243874337385716,0.03274521457346513,47.36763679007866,0,0.0,5.32,0.076621855682522
100021607,2017-03-01,2017Q1,36.0,B,B1,675.0,660-700 (near-prime),moving,0.1075346459856755,0.915423,3610.29,355.39582202763086,0.09843968823214502,0.009435832587999071,0.28915633609040137,955.6450650614987,0,0.0,8.24,0.1345207875914053
100022436,2017-03-01,2017Q1,60.0,C,C5,670.0,660-700 (near-prime),credit_card,0.0809143685850272,0.915423,9666.4,715.9986967546341,0.07407087403321135,0.007006669860736947,0.3441872089770486,3045.659224396194,1,8308.13,15.99,0.1185486211510163
100023746,2017-03-01,2017Q1,36.0,D,D2,680.0,660-700 (near-prime),debt_consolidation,0.0695000759640165,0.915423,8053.26,512.3642503314312,0.06362196803920787,0.005984793061272753,0.19434514969081418,1432.7395408666716,0,0.0,17.99,0.1117000455784099
100023823,2017-03-01,2017Q1,36.0,A,A5,710.0,700-740 (prime),home_improvement,0.0218058414034335,0.915423,0.0,0.0,0.019961568755055305,0.0018355718135605326,0.06400140861480275,0.0,0,0.0,7.99,0.0830835048420601
100023880,2017-03-01,2017Q1,36.0,C,C1,710.0,700-740 (prime),debt_consolidation,0.0602479682390429,0.915423,2634.25,145.28514602830552,0.05515237582928937,0.005164885417551224,0.17007314082644387,410.1233920856116,0,0.0,12.74,0.1061487809434258
100027367,2017-03-01,2017Q1,36.0,A,A1,710.0,700-740 (prime),debt_consolidation,0.0404599638366415,0.915423,9493.19,351.6085953608375,0.037037981475229874,0.0034358537606536954,0.11653509880067414,1012.7231592439971,0,0.0,5.32,0.0942759783019849
100027455,2017-03-01,2017Q1,60.0,D,D3,670.0,660-700 (near-prime),home_improvement,0.0963033637292434,0.915423,13920.52,1227.2095750841536,0.08815831413511518,0.00840295896325327,0.39728315597872155,5062.644482569506,0,0.0,18.99,0.127782018237546
100027584,2017-03-01,2017Q1,36.0,B,B1,760.0,740-780 (super-prime),debt_consolidation,0.0166841792902191,0.915423,0.0,0.0,0.015273081458390238,0.0014010948756835173,0.04922209659371546,0.0,0,0.0,8.24,0.0800105075741315
100027619,2017-03-01,2017Q1,60.0,B,B4,770.0,740-780 (super-prime),debt_consolidation,0.0205278837027022,0.915423,7999.09,150.3164746180667,0.018791696882778753,0.001726966181895273,0.09851109747319664,721.352531872461,0,0.0,11.44,0.0823167302216213
100032613,2017-03-01,2017Q1,36.0,A,A2,750.0,740-780 (super-prime),credit_card,0.0290542321174254,0.915423,0.0,0.0,0.02659691232762991,0.002454039249501716,0.08465477722414594,0.0,0,0.0,6.99,0.0874325392704552
100032828,2017-03-01,2017Q1,36.0,D,D4,670.0,660-700 (near-prime),home_improvement,0.0669007020381177,0.915423,5700.709999999999,349.1253978958538,0.06124244136183982,0.005753688360907949,0.1875744220500195,978.8685729483924,0,0.0,19.99,0.1101404212228706
100032942,2017-03-01,2017Q1,36.0,B,B4,690.0,660-700 (near-prime),debt_consolidation,0.0403865175301546,0.915423,0.0,0.0,0.03697074703700671,0.003429497295987294,0.11633221346520817,0.0,0,0.0,11.44,0.0942319105180927
100034867,2017-03-01,2017Q1,36.0,C,C2,690.0,660-700 (near-prime),debt_consolidation,0.0459057146867425,0.915423,2178.47,91.54616516639129,0.04202314705568188,0.003908407287576243,0.13149187884030045,262.22393748788954,0,0.0,13.49,0.0975434288120455
100034941,2017-03-01,2017Q1,36.0,D,D1,660.0,660-700 (near-prime),debt_consolidation,0.0905578489634908,0.915423,0.0,0.0,0.08289873777170563,0.00787911974347999,0.247814014789978,0.0,0,0.0,16.99,0.1243347093780945
100035967,2017-03-01,2017Q1,36.0,B,B2,680.0,660-700 (near-prime),debt_consolidation,0.0571146887940967,0.915423,1557.4599999999991,81.43039401214473,0.05228409975995838,0.0048888956681872875,0.16174411647658715,230.60420028404408,0,0.0,10.49,0.104268813276458
100036360,2017-03-01,2017Q1,36.0,C,C2,675.0,660-700 (near-prime),debt_consolidation,0.0501981635609209,0.915423,7426.57,341.2698551085753,0.04595255348142889,0.00428262905802923,0.14316141593290388,973.2761560742703,0,0.0,13.49,0.1001188981365526
100037265,2017-03-01,2017Q1,36.0,B,B3,705.0,700-740 (prime),other,0.0354126140160218,0.915423,0.0,0.0,0.032417521360388724,0.003000061492371864,0.10252009165676301,0.0,0,0.0,11.39,0.0912475684096131
100041431,2017-03-01,2017Q1,36.0,B,B3,675.0,660-700 (near-prime),debt_consolidation,0.0447771747245688,0.915423,3717.4399999999996,152.37807235616503,0.04099005561788894,0.0038102758086316912,0.12840631607304986,436.9705556887659,0,0.0,11.39,0.0968663048347413
100042447,2017-03-01,2017Q1,36.0,A,A5,680.0,660-700 (near-prime),debt_consolidation,0.0381093414058331,0.915423,10805.869999999999,376.97539229175464,0.03488616763775195,0.0032326383437691897,0.11002640554154952,1088.3748147148174,0,0.0,7.99,0.0928656048434998
100043274,2017-03-01,2017Q1,60.0,C,C2,700.0,700-740 (prime),debt_consolidation,0.0694721795314848,0.915423,12203.77,776.1162167845373,0.06359643100325041,0.005982309710081624,0.3023352027219265,3377.571501567553,0,0.0,13.49,0.1116833077188909
100043507,2017-03-01,2017Q1,60.0,C,C5,690.0,660-700 (near-prime),debt_consolidation,0.0473297429423261,0.915423,0.0,0.0,0.04332673527349298,0.004032384713720916,0.21528305193649333,0.0,0,0.0,15.99,0.0983978457653957
100044287,2017-03-01,2017Q1,60.0,C,C1,810.0,780+ (top tier),debt_consolidation,0.0161999667292216,0.915423,14385.369999999999,213.33247856361032,0.014829822143164225,0.0013601259226839746,0.07841761618870291,1032.6579495012152,0,0.0,12.74,0.0797199800375329
100044617,2017-08-01,2017Q3,36.0,C,C3,735.0,700-740 (prime),credit_card,0.0344210978438555,0.915423,2517.94,79.33994860063751,0.03150986465151573,0.0029146989017407865,0.09974964013021681,229.92094432212426,0,0.0,14.08,0.0906526587063133
100045588,2017-03-01,2017Q1,36.0,A,A3,740.0,740-780 (super-prime),debt_consolidation,0.0288135578044576,0.915423,0.0,0.0,0.02637659352602999,0.0024334359345749013,0.08397393169736034,0.0,0,0.0,7.24,0.0872881346826745
100046869,2017-03-01,2017Q1,36.0,A,A4,710.0,700-740 (prime),debt_consolidation,0.0339317275001692,0.915423,0.0,0.0,0.031061883783387388,0.0028725971577884257,0.09838016381315828,0.0,0,0.0,7.49,0.0903590365001015
100047132,2017-03-01,2017Q1,36.0,A,A2,730.0,700-740 (prime),debt_consolidation,0.0322279003818773,0.915423,11563.2,341.13939098079237,0.02950216125127926,0.0027261650532282022,0.09360126156447324,990.7898742014867,0,0.0,6.99,0.0893367402291264
100052105,2017-03-01,2017Q1,60.0,C,C1,730.0,700-740 (prime),debt_consolidation,0.0424766750518365,0.915423,0.0,0.0,0.038884125305977325,0.0036105660050206323,0.19509095041163838,0.0,0,0.0,12.74,0.0954860050311019
100052550,2017-03-01,2017Q1,36.0,B,B2,705.0,700-740 (prime),debt_consolidation,0.0472894464053628,0.915423,4249.6,183.96453337237114,0.04328984689673643,0.004028874119203718,0.1352652169905596,526.2062556595902,1,4249.6,10.49,0.0983736678432176
100052574,2017-03-01,2017Q1,36.0,A,A1,830.0,780+ (top tier),major_purchase,0.0112269958614539,0.915423,1931.2399999999998,19.84822298697412,0.010277450232479713,0.0009404320406184441,0.03330426638773165,58.878662986848305,0,0.0,5.32,0.0767361975168723
100053010,2017-03-01,2017Q1,36.0,A,A5,710.0,700-740 (prime),debt_consolidation,0.054237124902984,0.915423,6051.23,300.4430345111449,0.04964991159006432,0.004636169792582634,0.15404592504668246,853.3274073411536,0,0.0,7.99,0.1025422749417904
100054728,2017-03-01,2017Q1,60.0,D,D1,665.0,660-700 (near-prime),debt_consolidation,0.0812291268215323,0.915423,23403.18,1740.2373181737933,0.07435901096234757,0.00703501342029722,0.34530941746550425,7397.843090331377,1,20270.05,16.99,0.1187374760929194
100055174,2017-03-01,2017Q1,36.0,C,C1,730.0,700-740 (prime),debt_consolidation,0.0251967612858745,0.915423,7526.959999999999,173.61456218147907,0.02306569480659909,0.002124376544378692,0.07370165035838516,507.83033636139766,0,0.0,12.74,0.0851180567715247
100055538,2017-03-01,2017Q1,36.0,A,A4,735.0,700-740 (prime),debt_consolidation,0.0243690437267191,0.915423,3226.4399999999996,71.97536904299436,0.02230798311544438,0.002053794958189581,0.07134005186742975,210.70693697655094,0,0.0,7.49,0.0846214262360314
100055776,2017-03-01,2017Q1,36.0,A,A5,725.0,700-740 (prime),debt_consolidation,0.0626434733649763,0.915423,15062.95,863.7890299170303,0.0573452763181867,0.005376459088262564,0.17640363164530637,2432.4245395041085,1,11827.52,7.99,0.1075860840189858
100055893,2017-03-01,2017Q1,36.0,A,A2,735.0,700-740 (prime),debt_consolidation,0.0557568780519107,0.915423,6279.879999999999,320.5321625275922,0.05104112857691425,0.004769556166683286,0.1581174844299782,908.9773493160458,0,0.0,6.99,0.1034541268311464
100056198,2017-03-01,2017Q1,36.0,A,A4,705.0,700-740 (prime),debt_consolidation,0.0256747275361675,0.915423,0.0,0.0,0.023503236105341063,0.002165158970169556,0.07506353227193174,0.0,0,0.0,7.49,0.0854048365217005
100057554,2017-03-01,2017Q1,36.0,C,C4,670.0,660-700 (near-prime),debt_consolidation,0.0745252997215082,0.915423,0.0,0.0,0.0682221734469622,0.006433257717819996,0.2073277532961939,0.0,0,0.0,14.99,0.1147151798329049
100062691,2017-03-01,2017Q1,60.0,B,B2,750.0,740-780 (super-prime),debt_consolidation,0.0426986692872134,0.915423,0.0,0.0,0.03908734393490875,0.0036298184705922942,0.19602357696009232,0.0,0,0.0,10.49,0.095619201572328
100064034,2017-03-01,2017Q1,36.0,D,D3,660.0,660-700 (near-prime),credit_card,0.0879340830211835,0.915423,0.0,0.0,0.08049688208150085,0.007640909867322465,0.2412849819567756,0.0,0,0.0,18.99,0.1227604498127101
100065311,2017-03-01,2017Q1,36.0,A,A4,695.0,660-700 (near-prime),debt_consolidation,0.0538733046118103,0.915423,9321.02,459.6834582291355,0.04931686212765722,0.0046042669997299335,0.15306927325312947,1306.0905282241356,0,0.0,7.49,0.1023239827670862
100066061,2017-03-01,2017Q1,36.0,B,B5,670.0,660-700 (near-prime),debt_consolidation,0.0499867974018072,0.915423,2976.46,136.2000237464102,0.04575906403795455,0.004264165602019809,0.1425892534686113,388.5157825235196,0,0.0,11.49,0.0999920784410843
100066334,2017-03-01,2017Q1,60.0,C,C1,765.0,740-780 (super-prime),debt_consolidation,0.042529783472568,0.915423,9703.119999999999,377.76906732030807,0.038932741975808614,0.0036151714641554644,0.19531414448788442,1734.8699234559456,0,0.0,12.74,0.0955178700835408
100067297,2017-03-01,2017Q1,36.0,C,C1,700.0,700-740 (prime),other,0.046156038878621,0.915423,1186.63,50.137846248697656,0.04225229957838387,0.003930188486792052,0.13217530675961153,143.57785826498647,0,0.0,12.74,0.0976936233271726
100071209,2017-02-01,2017Q1,36.0,A,A2,785.0,780+ (top tier),debt_consolidation,0.0216203876691123,0.915423,984.0,19.475131338962242,0.01979180014122179,0.0018198031958073235,0.06346894577760465,57.17131782656302,0,0.0,6.99,0.0829722326014674
100071327,2017-03-01,2017Q1,36.0,C,C2,660.0,660-700 (near-prime),debt_consolidation,0.0670508407966998,0.915423,3789.9399999999996,232.62606936036534,0.06137988183463732,0.005767020803753797,0.1879665248281488,652.130731286101,0,0.0,13.49,0.1102305044780199
100071332,2017-03-01,2017Q1,36.0,A,A5,680.0,660-700 (near-prime),debt_consolidation,0.0530673274658094,0.915423,0.0,0.0,0.04857905211073364,0.004533632243211905,0.1509030037539426,0.0,0,0.0,7.99,0.1018403964794856
100071435,2017-04-01,2017Q2,60.0,C,C4,660.0,660-700 (near-prime),debt_consolidation,0.0591650916934139,0.915423,0.0,0.0,0.054161085733260034,0.005069406766406437,0.26283091372742295,0.0,0,0.0,14.99,0.1054990550160484
100074758,2017-03-01,2017Q1,36.0,B,B2,700.0,700-740 (prime),credit_card,0.0269905200265249,0.915423,3539.37,87.44984368444196,0.024707742814241505,0.002277523649030555,0.07880575784024457,255.3322869581879,0,0.0,10.49,0.0861943120159149
100075016,2017-03-01,2017Q1,36.0,A,A4,730.0,700-740 (prime),home_improvement,0.0234084076435496,0.915423,8962.46,192.0529233056044,0.021428594750281107,0.0019719478583478667,0.06859418900545977,562.7770466440007,0,0.0,7.49,0.0840450445861298
100075523,2017-03-01,2017Q1,60.0,D,D3,680.0,660-700 (near-prime),debt_consolidation,0.0613695252961625,0.915423,14861.54,834.9075696095391,0.056179074955188965,0.005263880959077261,0.27142669910404194,3692.65045773893,0,0.0,18.99,0.1068217151776975
100081198,2017-02-01,2017Q1,36.0,B,B1,780.0,780+ (top tier),debt_consolidation,0.0187260384263333,0.915423,1992.3000000000002,34.15249725238613,0.017142246274349307,0.0015740590962434187,0.055132688290751575,100.55084489833784,0,0.0,8.24,0.0812356230558
100082445,2017-03-01,2017Q1,60.0,C,C2,670.0,660-700 (near-prime),home_improvement,0.0680278854548004,0.915423,18988.84,1182.5165476596937,0.06227429098668975,0.005853831233263329,0.29690405970397205,5161.030088177077,0,0.0,13.49,0.1108167312728802
100083475,2017-03-01,2017Q1,60.0,D,D3,675.0,660-700 (near-prime),debt_consolidation,0.0985001610180085,0.915423,8491.2,765.645669692985,0.09016931289958839,0.008604055991027648,0.4045733518893754,3144.7647571930775,0,0.0,18.99,0.1291000966108051
100085444,2017-03-01,2017Q1,36.0,B,B5,685.0,660-700 (near-prime),credit_card,0.0359240016561098,0.915423,0.0,0.0,0.032885657368041006,0.0030441198279947956,0.10394676442514561,0.0,0,0.0,11.49,0.0915544009936659
100086332,2017-03-01,2017Q1,36.0,D,D2,665.0,660-700 (near-prime),debt_consolidation,0.0714142253756844,0.915423,3942.8,257.7574921065965,0.06537422443608513,0.006155354595223206,0.19930691331756345,719.3643824600491,0,0.0,17.99,0.1128485352254106
100087009,2017-03-01,2017Q1,60.0,C,C1,680.0,660-700 (near-prime),debt_consolidation,0.0622430425821524,0.915423,27715.27,1579.180408664176,0.056978712769681694,0.0053410581218392705,0.27481055433947155,6972.272329622167,1,26735.27,12.74,0.1073458255492914
100087417,2017-03-01,2017Q1,36.0,B,B4,705.0,700-740 (prime),home_improvement,0.02185461282082,0.915423,3603.29,72.0881952842988,0.020006215232273507,0.0018397191673030777,0.06414140444762939,211.5726381217313,1,3116.2,11.44,0.083112767692492
100087909,2017-03-01,2017Q1,36.0,C,C4,700.0,700-740 (prime),credit_card,0.0453233632018093,0.915423,4147.36,172.07417008634653,0.04149004911228987,0.0038577560039216863,0.12990057143102918,493.1790459416792,0,0.0,14.99,0.0971940179210855
100091781,2017-03-01,2017Q1,36.0,B,B5,670.0,660-700 (near-prime),credit_card,0.0720639508702057,0.915423,0.0,0.0,0.06596899809745631,0.006213322079558048,0.2009864570131199,0.0,0,0.0,11.49,0.1132383705221234
100092171,2017-03-01,2017Q1,36.0,B,B3,675.0,660-700 (near-prime),debt_consolidation,0.0746474353926811,0.915423,0.0,0.0,0.0683339792494743,0.006444185198383523,0.2076415407422625,0.0,0,0.0,11.39,0.1147884612356087
100092393,2017-03-01,2017Q1,60.0,A,A5,705.0,700-740 (prime),major_purchase,0.0586419253297858,0.915423,10869.4,583.4929482850749,0.05368216721116851,0.005023314584265415,0.26077905950421765,2594.7773956159217,0,0.0,7.99,0.1051851551978715
100092520,2017-03-01,2017Q1,36.0,A,A1,790.0,780+ (top tier),debt_consolidation,0.0163644279470324,0.915423,0.0,0.0,0.014980373724556241,0.0013740388207490462,0.04829428263882951,0.0,0,0.0,5.32,0.0798186567682194
100092797,2017-03-01,2017Q1,36.0,C,C3,680.0,660-700 (near-prime),debt_consolidation,0.0497969968400754,0.915423,3589.6400000000003,163.63487458176732,0.04558531623833234,0.004247589172991617,0.1420752514868321,466.8648198381117,0,0.0,13.99,0.0998781981040452
100093273,2017-03-01,2017Q1,36.0,B,B4,715.0,700-740 (prime),credit_card,0.0307634721732299,0.915423,6517.790000000001,183.55132960289805,0.028161589987234635,0.0026004963453312158,0.08948035713919678,533.8876715136845,0,0.0,11.44,0.0884580833039379
100093587,2017-03-01,2017Q1,60.0,G,G1,670.0,660-700 (near-prime),debt_consolidation,0.1429015903014269,0.915423,9105.75,1191.1723513007448,0.13081540249850312,0.012767999932323582,0.5374555796387622,4480.021707019565,0,0.0,30.79,0.1557409541808561
100093790,2017-03-01,2017Q1,60.0,C,C4,725.0,700-740 (prime),debt_consolidation,0.0454411476694066,0.915423,8920.6,371.0779744919369,0.0415978717229712,0.00386799827816231,0.20747394737195257,1694.2576519136637,0,0.0,14.99,0.097264688601644
100094235,2017-03-01,2017Q1,60.0,C,C4,670.0,660-700 (near-prime),debt_consolidation,0.1106400347069739,0.915423,10293.77,1042.578065108668,0.10128243249156216,0.009723519149539506,0.4435990299014855,4180.1018908178385,0,0.0,14.99,0.1363840208241843
100095048,2017-03-01,2017Q1,60.0,C,C2,695.0,660-700 (near-prime),home_improvement,0.0842340679108912,0.915423,0.0,0.0,0.07710980314919176,0.007306053381624933,0.3559458020292654,0.0,0,0.0,13.49,0.1205404407465347
100096525,2017-03-01,2017Q1,36.0,C,C1,680.0,660-700 (near-prime),credit_card,0.0679207828269853,0.915423,4915.67,305.63791099836266,0.06217624677782736,0.005844311093337717,0.19023598464051683,856.0462132827996,0,0.0,12.74,0.1107524696961912
100097509,2017-03-01,2017Q1,36.0,C,C4,680.0,660-700 (near-prime),debt_consolidation,0.0623849014796057,0.915423,6144.450000000001,350.9007754692126,0.05710857366716509,0.005353597885279671,0.17572187093758418,988.3952577701322,0,0.0,14.99,0.1074309408877634
100097581,2017-03-01,2017Q1,36.0,B,B4,705.0,700-740 (prime),debt_consolidation,0.0533568505466669,0.915423,0.0,0.0,0.04884408819798145,0.004558999312963441,0.1516815956116494,0.0,0,0.0,11.44,0.1020141103280001
100097921,2017-03-01,2017Q1,36.0,B,B3,690.0,660-700 (near-prime),other,0.0506754265446098,0.915423,1486.94,68.97833026064117,0.046389450993746334,0.004324333241848888,0.14445241750476234,196.62560813020673,0,0.0,11.39,0.1004052559267659
100102265,2017-03-01,2017Q1,60.0,E,E4,685.0,660-700 (near-prime),debt_consolidation,0.0679204287840939,0.915423,17108.3,1063.7243379660836,0.0621759226788216,0.005844279624830917,0.29649863033447144,4643.5632828962225,0,0.0,25.49,0.1107522572704564
100102277,2017-03-01,2017Q1,36.0,C,C1,665.0,660-700 (near-prime),other,0.0641415793233967,0.915423,1580.65,92.81051545098944,0.05871667696896178,0.00550902551471022,0.18034619895403847,260.9543428944777,0,0.0,12.74,0.108484947594038
100102508,2017-03-01,2017Q1,36.0,B,B1,725.0,700-740 (prime),credit_card,0.0430390055775287,0.915423,1805.1399999999999,71.12052240843487,0.03939889560279805,0.003659342107145469,0.12363967228954154,204.31043806994938,0,0.0,8.24,0.0958234033465172
100104974,2017-03-01,2017Q1,36.0,C,C2,710.0,700-740 (prime),debt_consolidation,0.0507178758064963,0.915423,0.0,0.0,0.046428310024410266,0.004328043473009746,0.14456718038087335,0.0,0,0.0,13.49,0.1004307254838978
100105225,2017-03-01,2017Q1,36.0,B,B4,665.0,660-700 (near-prime),debt_consolidation,0.0358766308636447,0.915423,0.0,0.0,0.03284229305509022,0.0030400377218609,0.10381467264722943,0.0,0,0.0,11.44,0.0915259785181868
100106152,2017-03-01,2017Q1,36.0,A,A1,730.0,700-740 (prime),debt_consolidation,0.024609507486305,0.915423,2809.3599999999997,63.289568782426684,0.02252810917163578,0.0020742942572461454,0.07202654308608247,185.23446092303237,0,0.0,5.32,0.084765704491783
100106633,2017-03-01,2017Q1,36.0,C,C2,665.0,660-700 (near-prime),credit_card,0.0445361567366587,0.915423,5684.379999999999,231.74888821265685,0.040769422208342315,0.003789332014616509,0.1277463985370657,664.7427170060982,0,0.0,13.49,0.0967216940419952
100107038,2017-03-01,2017Q1,60.0,C,C5,695.0,660-700 (near-prime),debt_consolidation,0.0515404223004856,0.915423,13847.75,653.3546809515393,0.047181288003577425,0.004399967288807427,0.2324721687602127,2946.944803147454,0,0.0,15.99,0.1009242533802913
100107039,2017-03-01,2017Q1,60.0,C,C4,690.0,660-700 (near-prime),debt_consolidation,0.0686621296628362,0.915423,17155.42,1078.3020837067288,0.0628548927223425,0.005910228504245052,0.2992932298374691,4700.240364780568,0,0.0,14.99,0.1111972777977017
100107130,2017-03-01,2017Q1,36.0,C,C1,680.0,660-700 (near-prime),other,0.0593848120763444,0.915423,4517.11,245.56014034667734,0.05436222282536342,0.005088771652824842,0.16778419237272046,693.7987742393037,0,0.0,12.74,0.1056308872458067
100112502,2017-03-01,2017Q1,60.0,C,C5,660.0,660-700 (near-prime),debt_consolidation,0.0675269848124663,0.915423,10375.58,641.3743114494772,0.06181575501798234,0.005809315789376712,0.29501258690688326,2802.04269925288,0,0.0,15.99,0.1105161908874798
100112716,2017-03-01,2017Q1,36.0,B,B1,660.0,660-700 (near-prime),debt_consolidation,0.0630677893960286,0.915423,3032.7200000000003,175.09016174353508,0.05773370497228068,0.005413986813690541,0.17752158504736149,492.83926607499745,0,0.0,8.24,0.1078406736376171
100113283,2017-03-01,2017Q1,36.0,B,B5,685.0,660-700 (near-prime),other,0.0804713681703166,0.915423,1860.3600000000001,137.04405427496613,0.07366534126457573,0.006966793334615917,0.22250828492405283,378.9352432932737,0,0.0,11.49,0.1182828209021899
100115123,2017-03-01,2017Q1,36.0,B,B4,660.0,660-700 (near-prime),medical,0.0864913818457117,0.915423,0.0,0.0,0.07917620024334694,0.007510195564774502,0.23767888933111125,0.0,0,0.0,11.44,0.121894829107427
100115969,2017-03-01,2017Q1,36.0,A,A4,800.0,780+ (top tier),home_improvement,0.0088339554905555,0.915423,0.0,0.0,0.008086806037030787,0.000739160536636918,0.026268439553856604,0.0,0,0.0,7.49,0.0753003732943333
